O(rder),S,N,P,R,DDX,DDY,DDZ,DDX5,DDY5,DDX10,DDY10,LX,D5,D10,TDS,TDB,TDN(et),DB,DS,DN(et)
570,600868,梅雁吉祥,2.67,-0.37,0.080,-0.030,2.50,0.111,-0.110,0.254,-0.280,2,2,6,16.00,10.92,5.08,33.96,35.15,-1.20
571,600213,亚星客车,9.64,1.58,0.080,0.182,10.42,-0.053,0.178,-0.255,0.018,1,2,3,0.00,0.00,0.00,38.26,33.71,4.55
572,600674,川投能源,15.14,2.37,0.079,0.087,17.27,0.270,0.114,0.334,0.078,6,5,7,14.79,15.82,-1.03,48.11,40.59,7.52
573,600573,惠泉啤酒,8.15,0.25,0.079,0.032,6.34,0.076,0.193,-0.103,-0.159,2,3,6,0.00,0.00,0.00,18.57,12.66,5.91
574,600139,西部资源,16.33,0.74,0.079,0.121,8.63,0.376,0.350,0.306,0.671,1,2,3,4.78,3.17,1.61,38.68,36.11,2.57
575,300335,迪森股份,14.27,1.42,0.079,0.088,9.19,0.639,0.925,0.560,0.478,1,4,7,0.00,0.00,0.00,30.44,23.97,6.47
576,000635,英 力 特,10.28,0.59,0.079,0.062,4.25,0.233,0.526,-0.648,-1.623,4,4,6,4.44,0.00,4.44,22.16,23.22,-1.06
577,600837,海通证券,10.37,1.57,0.078,0.124,13.33,0.503,0.542,0.284,0.243,6,5,6,29.76,23.58,6.18,29.88,31.84,-1.96
578,000043,中航地产,5.83,0.87,0.078,0.093,7.70,0.701,0.905,0.089,0.076,1,4,5,8.17,8.42,-0.25,34.84,30.25,4.59
579,002288,超华科技,10.61,2.22,0.077,0.184,2.75,-0.310,0.430,-2.372,-2.757,2,2,2,11.81,11.70,0.12,21.91,20.47,1.45
580,000416,民生控股,8.86,1.37,0.077,0.138,11.92,-0.207,0.386,-0.521,0.043,1,1,2,17.97,9.31,8.66,20.97,23.64,-2.67
581,600583,海油工程,8.28,1.72,0.076,0.111,10.39,-0.406,-0.160,0.177,0.415,1,2,7,24.62,19.86,4.76,36.34,37.75,-1.41
582,600075,*ST新业,6.17,1.15,0.076,0.129,11.18,0.009,0.163,-0.323,-0.277,2,2,2,3.85,0.00,3.85,30.98,28.58,2.40
583,300096,易联众,30.75,0.95,0.076,0.164,5.69,-0.299,-0.020,-2.642,-2.753,2,3,4,11.12,9.82,1.30,41.51,41.09,0.43
584,600807,天业股份,10.15,2.73,0.075,0.157,6.06,-0.058,0.364,-0.327,-0.088,1,3,4,9.07,13.29,-4.22,35.26,28.65,6.61
585,300049,福瑞股份,33.31,10.01,0.075,0.007,43.85,0.306,-0.157,0.377,-0.099,2,2,6,87.45,58.30,29.15,6.34,4.89,1.46
586,002674,兴业科技,13.59,1.12,0.075,0.352,7.71,-0.416,0.214,-3.324,-2.084,1,1,2,2.66,0.78,1.88,21.95,20.52,1.42
587,600175,美都控股,6.76,0.60,0.074,0.064,8.26,-0.084,-0.020,-0.449,-0.743,1,3,4,8.64,5.80,2.84,42.80,41.07,1.73
588,300265,通光线缆,23.72,1.54,0.074,0.423,4.03,3.360,3.589,2.367,1.733,1,4,6,2.14,0.00,2.14,25.74,26.47,-0.73
589,300070,碧水源,31.98,0.25,0.074,0.074,10.93,0.133,0.299,0.065,0.253,1,3,5,13.59,5.64,7.94,27.90,29.09,-1.19
590,002658,雪迪龙,23.59,0.38,0.074,0.108,3.00,0.408,1.517,-0.129,0.493,3,4,6,2.57,0.29,2.28,25.57,25.88,-0.31
591,002539,新都化工,14.82,-0.80,0.074,-0.214,2.66,0.125,-0.111,0.080,-0.351,4,4,7,0.00,4.13,-4.13,18.32,8.38,9.95
592,002378,章源钨业,19.91,1.84,0.074,0.045,10.67,-0.011,0.018,-0.195,-0.293,1,2,4,4.75,2.95,1.80,25.51,18.50,7.01
593,002141,蓉胜超微,11.97,3.28,0.074,0.090,6.96,0.599,0.505,0.074,-0.274,1,4,5,5.56,0.00,5.56,27.76,28.85,-1.09
594,600505,西昌电力,10.42,0.10,0.073,0.055,10.16,0.613,0.633,0.875,1.071,2,4,7,6.00,0.00,6.00,32.35,31.08,1.28
595,600152,维科精华,9.51,0.96,0.073,0.306,3.23,-3.028,-3.588,-2.864,-4.002,1,1,3,0.89,1.88,-0.99,18.62,15.95,2.68
596,300105,龙源技术,12.76,1.92,0.073,0.171,4.79,0.597,0.515,0.162,-0.518,3,4,5,7.08,7.52,-0.43,31.84,29.38,2.46
597,000786,北新建材,17.50,0.63,0.073,0.116,12.24,0.954,0.795,1.372,1.041,2,4,8,10.68,3.69,6.99,30.40,31.29,-0.89
598,000039,中集集团,15.88,1.47,0.073,0.145,14.88,0.762,0.642,0.496,0.381,1,4,5,12.00,5.05,6.95,36.08,37.51,-1.43
599,000028,国药一致,49.96,0.73,0.072,0.058,20.07,0.055,-0.008,0.011,-0.043,1,3,5,22.85,18.37,4.47,33.29,26.97,6.32
600,601117,中国化学,6.06,1.68,0.071,0.072,9.98,0.119,0.277,-0.018,0.170,4,4,6,14.53,11.02,3.52,33.59,31.68,1.91
601,600267,海正药业,16.29,1.43,0.071,0.026,4.70,-0.111,0.169,-0.676,-0.443,1,2,2,5.81,6.53,-0.72,38.84,34.40,4.44
602,002175,广陆数测,21.00,-0.47,0.071,-0.179,0.20,-0.997,-1.953,-1.002,-1.461,1,4,6,0.27,0.00,0.27,26.58,24.67,1.91
603,600549,厦门钨业,31.23,1.23,0.070,0.066,6.79,0.112,0.164,0.001,-0.150,1,3,5,5.84,6.92,-1.08,37.48,32.32,5.16
604,000910,大亚科技,7.19,3.16,0.069,0.148,8.51,-0.249,-0.858,-0.842,-1.524,1,2,3,2.00,2.68,-0.68,26.89,21.48,5.42
605,601666,平煤股份,4.43,0.91,0.068,-0.046,3.76,-0.144,-0.268,-0.427,-0.536,1,2,4,13.37,7.61,5.76,29.77,28.68,1.09
606,002683,宏大爆破,30.28,0.26,0.068,0.020,8.31,0.398,0.026,0.524,-0.340,8,5,8,5.30,4.67,0.63,28.74,21.98,6.75
607,000567,海德股份,12.97,0.62,0.068,0.122,8.04,0.754,1.067,0.750,1.554,1,3,5,4.29,0.00,4.29,26.11,25.70,0.41
608,600570,恒生电子,34.79,-0.17,0.067,0.244,21.10,-0.257,-0.050,0.005,0.181,2,2,5,22.20,22.48,-0.28,38.04,34.39,3.64
609,600496,精工钢构,7.62,-0.39,0.067,0.036,9.55,0.007,0.051,0.025,0.086,3,3,6,0.00,0.74,-0.74,32.97,24.41,8.56
610,600456,宝钛股份,17.35,0.99,0.067,0.162,6.30,-0.240,0.208,-0.641,-0.349,1,2,4,5.09,2.53,2.55,29.31,28.97,0.34
611,000007,零七股份,12.66,9.99,0.067,0.003,35.96,-0.009,-0.167,-0.021,-0.437,1,1,3,18.60,23.46,-4.86,37.40,0.00,37.40
612,600675,中华企业,5.23,0.19,0.066,-0.115,-0.19,-0.194,-0.240,-0.529,-0.593,1,2,3,5.61,7.69,-2.08,33.76,27.57,6.19
613,002537,海立美达,16.88,0.30,0.066,-0.103,3.40,-0.541,-0.930,-1.055,-0.908,1,1,2,6.02,4.64,1.38,20.60,15.34,5.26
614,000983,西山煤电,6.16,0.82,0.066,0.039,9.03,0.096,0.094,-0.129,-0.382,1,3,4,19.82,12.13,7.69,23.09,24.27,-1.18
615,600854,春兰股份,6.04,0.00,0.065,-0.003,3.00,-0.154,0.242,-0.542,-0.664,1,2,4,8.16,0.00,8.16,24.23,29.27,-5.04
616,000778,新兴铸管,4.32,0.00,0.065,-0.009,4.98,0.131,0.145,-0.230,-0.273,5,5,5,21.49,11.02,10.47,25.39,30.20,-4.81
617,600793,ST宜纸,13.44,1.13,0.064,0.033,7.98,0.649,0.229,0.692,0.179,7,5,8,0.00,0.00,0.00,28.17,21.04,7.13
618,000639,西王食品,17.48,1.27,0.064,0.087,9.09,0.633,0.956,0.134,0.349,2,4,5,11.68,5.87,5.81,33.80,34.94,-1.13
619,600161,天坛生物,22.30,-0.18,0.063,0.078,11.57,0.112,0.280,-0.175,-0.177,2,3,5,6.94,3.11,3.83,34.57,31.79,2.78
620,600177,雅戈尔,7.82,0.64,0.062,0.108,10.74,0.058,0.214,-0.252,-0.114,1,4,4,8.17,5.59,2.58,27.98,24.85,3.13
621,002117,东港股份,17.06,0.00,0.062,-0.025,3.46,0.417,0.312,0.020,-0.352,2,4,5,10.55,7.00,3.55,27.37,26.36,1.01
622,002081,金 螳 螂,18.81,2.79,0.062,0.131,15.72,0.400,0.557,0.220,0.401,2,4,5,8.43,7.67,0.77,32.78,26.84,5.94
623,600309,万华化学,17.59,2.15,0.060,0.095,15.32,-0.016,-0.077,-0.195,-0.267,2,3,5,18.96,12.54,6.42,35.42,36.16,-0.74
624,002454,松芝股份,14.56,-0.07,0.059,-0.014,3.38,0.366,1.593,0.619,2.919,3,4,7,6.50,4.03,2.47,30.66,29.23,1.44
625,000539,粤电力Ａ,4.97,0.81,0.059,0.060,16.32,0.014,0.150,0.132,0.075,2,3,6,10.21,10.73,-0.52,38.92,29.60,9.32
626,000153,丰原药业,10.18,0.30,0.059,-0.383,-3.31,1.170,1.422,2.867,3.325,1,3,8,9.40,4.22,5.18,22.43,25.93,-3.50
627,601866,中海集运,3.03,1.34,0.058,0.004,3.42,0.465,0.513,0.414,0.394,1,4,5,22.13,22.55,-0.42,24.98,21.19,3.78
628,600126,杭钢股份,4.40,0.46,0.058,0.052,6.62,0.319,0.201,0.706,0.094,3,3,7,0.00,3.96,-3.96,33.18,24.44,8.74
629,600115,东方航空,2.77,2.59,0.058,0.086,13.77,0.114,0.126,0.170,0.146,1,3,4,8.32,4.68,3.65,29.80,25.73,4.08
630,002093,国脉科技,6.14,0.16,0.058,-0.085,1.01,0.129,0.307,-0.329,-0.886,2,3,4,5.59,1.71,3.88,25.89,26.80,-0.91
631,002531,天顺风能,13.82,0.58,0.057,0.148,6.16,0.649,0.980,0.708,0.834,2,2,4,3.25,4.60,-1.35,30.98,26.84,4.14
632,000420,吉林化纤,5.21,0.97,0.057,0.245,6.87,-0.633,-0.632,-2.199,-3.348,1,2,3,0.00,6.02,-6.02,34.47,26.32,8.15
633,600033,福建高速,2.45,0.82,0.056,0.207,14.54,0.185,0.475,0.174,0.437,4,4,6,13.50,4.27,9.23,19.75,23.57,-3.82
634,000068,华控赛格,8.78,0.57,0.056,0.079,11.16,0.163,0.139,-0.553,-0.694,1,3,4,3.83,8.39,-4.56,46.07,36.56,9.51
635,600892,宝诚股份,21.25,2.41,0.055,0.076,2.91,-0.317,0.114,-1.398,-1.029,1,2,2,2.47,2.50,-0.03,36.26,34.58,1.68
636,600438,通威股份,10.28,0.59,0.055,-0.020,5.51,-0.083,0.028,-0.360,-0.353,3,3,3,0.08,0.00,0.08,32.19,25.79,6.40
637,600012,皖通高速,4.59,0.66,0.055,0.113,19.30,0.225,0.375,0.194,0.323,6,5,6,9.70,4.51,5.19,19.26,12.79,6.47
638,002677,浙江美大,14.10,0.43,0.055,0.191,1.76,0.144,1.280,-0.322,-0.517,3,3,4,0.00,0.00,0.00,12.32,11.09,1.23
639,601369,陕鼓动力,6.28,1.78,0.054,0.088,10.84,0.092,0.143,-0.071,-0.197,1,3,4,6.03,0.24,5.79,28.43,28.00,0.43
640,601216,内蒙君正,8.35,1.33,0.054,-0.001,2.21,-0.079,0.034,-0.584,-0.636,1,2,2,6.98,4.27,2.70,24.02,24.48,-0.46
641,002293,罗莱家纺,21.85,0.23,0.054,-0.024,6.24,0.123,-0.035,-0.182,-0.476,2,3,4,2.60,2.39,0.20,28.87,21.49,7.38
642,002183,怡 亚 通,11.88,6.55,0.054,-0.279,-3.15,1.321,0.659,0.969,0.224,3,4,5,20.22,16.34,3.89,34.43,37.68,-3.24
643,600210,紫江企业,4.55,0.22,0.053,0.033,3.93,0.496,0.746,0.382,0.124,2,4,5,10.21,12.04,-1.82,34.72,30.24,4.48
644,300242,明家科技,20.71,9.98,0.053,-0.002,58.40,-0.278,-1.706,-0.785,-2.964,1,2,3,9.26,0.00,9.26,50.24,0.00,50.24
645,002675,东诚药业,20.92,0.63,0.052,0.048,4.29,-0.091,-0.151,-0.121,-0.563,1,2,5,2.71,4.02,-1.32,25.84,21.33,4.50
646,600066,宇通客车,19.21,1.05,0.051,0.040,7.23,0.117,0.194,0.309,-0.026,1,3,6,10.38,4.93,5.45,26.67,26.94,-0.27
647,300255,常山药业,26.10,0.77,0.051,0.075,3.58,0.070,-0.079,-0.062,-0.645,1,3,4,4.75,0.00,4.75,22.82,25.20,-2.38
648,300186,大华农,8.50,0.83,0.051,-0.062,1.94,-0.270,-0.126,-0.884,-0.989,1,2,2,5.77,0.00,5.77,23.74,25.75,-2.01
649,002088,鲁阳股份,11.68,3.36,0.051,-0.013,1.55,-0.014,-0.174,-0.330,-1.014,2,2,3,2.40,0.00,2.40,15.85,16.60,-0.76
650,600558,大西洋,9.97,0.00,0.050,-0.015,4.37,0.166,0.304,-0.519,-0.914,2,4,5,5.13,0.00,5.13,14.38,14.87,-0.49
651,600508,上海能源,9.02,0.45,0.050,0.035,7.56,0.201,0.145,0.215,0.130,2,4,7,0.15,0.00,0.15,21.76,15.39,6.37
652,600121,郑州煤电,5.03,0.40,0.050,0.118,5.25,0.006,0.188,0.030,0.060,2,3,5,7.86,0.00,7.86,12.22,16.62,-4.40
653,600086,东方金钰,20.68,0.44,0.050,-0.007,4.33,-0.051,0.130,-0.418,0.138,1,2,3,19.42,11.91,7.51,33.59,36.04,-2.45
654,600073,上海梅林,8.81,0.46,0.050,0.148,4.10,-0.121,0.061,0.380,0.733,2,3,6,4.47,7.68,-3.20,32.86,28.09,4.76
655,300236,上海新阳,40.68,4.98,0.050,-0.035,1.67,-0.343,-0.292,-0.130,-0.003,1,1,3,4.82,0.00,4.82,25.80,28.09,-2.29
656,002626,金达威,25.00,0.97,0.050,0.055,5.64,0.128,0.027,-0.949,-1.736,1,3,3,2.58,1.59,1.00,23.20,19.97,3.23
657,002391,长青股份,16.41,1.17,0.050,0.133,6.74,0.812,0.879,1.130,1.026,6,5,8,18.94,21.59,-2.66,24.00,19.04,4.95
658,000720,新能泰山,2.96,0.34,0.050,-0.038,3.39,0.097,0.338,-0.414,-0.994,1,3,5,0.00,3.44,-3.44,23.59,15.83,7.76
659,002033,丽江旅游,14.23,0.14,0.049,-0.087,0.64,0.137,-0.598,0.371,-1.395,4,4,7,7.88,4.13,3.75,21.51,23.01,-1.50
660,000022,深赤湾Ａ,14.67,1.59,0.049,0.130,6.62,0.103,0.088,0.054,-0.086,1,3,6,2.89,0.11,2.79,22.06,21.17,0.89
661,601607,上海医药,13.92,0.07,0.048,0.034,5.49,0.407,0.635,0.272,-0.022,1,4,6,18.67,13.88,4.79,31.26,32.70,-1.44
662,600127,金健米业,5.15,0.00,0.048,0.151,4.77,-0.138,0.505,-0.312,0.309,1,2,4,0.00,2.14,-2.14,19.65,14.68,4.96
663,000955,欣龙控股,5.19,2.57,0.048,0.162,8.46,-0.049,0.164,-0.087,0.077,3,3,4,2.20,2.11,0.09,38.91,36.31,2.60
664,000410,沈阳机床,7.58,0.66,0.048,0.059,2.31,-0.268,-0.414,-1.261,-2.306,1,3,3,9.61,3.60,6.01,20.77,25.17,-4.40
665,600860,*ST京城,6.94,0.73,0.047,0.043,9.91,-0.066,-0.126,-0.189,-0.433,1,2,4,0.00,0.00,0.00,24.21,16.06,8.15
666,300008,上海佳豪,16.34,2.45,0.047,0.429,5.44,0.133,0.518,-0.284,-0.429,1,3,5,0.19,1.21,-1.02,25.38,23.03,2.35
667,002080,中材科技,13.44,1.20,0.047,0.046,5.53,-0.785,-1.040,-0.458,-0.958,1,2,6,2.11,1.88,0.23,22.69,18.53,4.15
668,000533,万 家 乐,4.58,0.22,0.047,-0.101,0.84,0.341,0.445,0.049,-0.040,3,4,7,2.77,0.00,2.77,23.89,23.33,0.56
669,600297,美罗药业,9.92,-0.70,0.046,0.061,2.63,0.286,0.040,1.079,0.239,1,3,5,0.00,1.55,-1.55,22.77,19.24,3.53
670,000488,晨鸣纸业,4.63,0.22,0.046,0.033,8.19,0.034,0.103,0.794,0.812,2,4,9,2.76,2.65,0.11,32.07,26.04,6.02
671,603366,日出东方,15.99,-0.68,0.045,-0.140,-0.62,3.814,2.540,3.133,1.414,4,4,4,4.44,1.65,2.79,27.80,29.17,-1.37
672,601788,光大证券,9.33,0.86,0.045,0.009,5.15,0.137,0.133,-0.071,-0.056,4,4,4,14.80,11.44,3.36,39.46,38.57,0.88
673,601558,*ST锐电,3.50,0.57,0.045,-0.042,2.75,-0.344,-0.055,-0.511,-0.291,1,1,3,0.00,0.00,0.00,18.47,15.07,3.40
674,300151,昌红科技,17.50,-0.51,0.045,-0.327,-2.10,-0.491,-1.393,0.090,-2.714,1,1,5,2.26,2.63,-0.37,29.11,27.76,1.35
675,300066,三川股份,14.34,-0.62,0.045,-0.137,-1.09,0.050,-0.188,-0.060,-0.476,2,4,6,0.00,0.00,0.00,30.82,26.65,4.17
676,002353,杰瑞股份,41.26,1.55,0.045,0.048,4.01,-0.061,0.092,0.033,0.426,1,2,5,8.39,8.56,-0.17,36.63,34.29,2.35
677,000157,中联重科,4.82,1.05,0.045,0.106,8.16,0.205,0.304,-0.037,-0.238,1,3,3,18.63,12.90,5.74,30.12,33.23,-3.11
678,600662,强生控股,7.73,1.05,0.044,0.056,2.82,0.276,0.400,-0.188,-0.086,5,5,6,7.87,2.26,5.61,16.03,19.51,-3.48
679,600050,中国联通,3.59,0.28,0.044,0.048,20.08,0.281,0.292,0.172,0.159,4,4,6,32.89,19.28,13.61,27.40,32.79,-5.39
680,600817,ST宏盛,12.50,1.54,0.043,0.059,4.54,0.016,0.113,0.166,0.104,2,3,5,5.04,5.46,-0.43,14.37,10.44,3.93
681,002491,通鼎光电,18.50,7.62,0.043,-0.115,-2.69,-0.018,-0.419,-0.019,-0.600,1,2,5,24.51,18.32,6.19,30.51,35.59,-5.09
682,002356,浩宁达,42.51,-2.03,0.043,-0.125,-1.28,0.034,-0.107,0.009,0.402,1,3,6,0.00,2.18,-2.18,34.31,29.41,4.90
683,000716,南方食品,13.32,0.99,0.043,0.148,7.84,-0.108,0.289,-0.129,0.328,1,3,5,0.00,0.00,0.00,28.22,24.75,3.47
684,000090,天健集团,8.49,0.12,0.043,-0.003,4.76,-0.369,-0.106,-0.601,-0.548,1,1,1,8.78,0.00,8.78,22.39,26.15,-3.76
685,000606,青海明胶,6.69,0.90,0.042,0.433,3.07,-0.273,-0.172,-1.353,-2.597,1,2,2,2.53,1.42,1.11,24.88,25.27,-0.39
686,000426,兴业矿业,11.47,1.59,0.042,0.061,2.16,-0.333,-0.231,-1.545,-2.423,1,2,3,2.16,1.94,0.22,30.18,29.11,1.07
687,600867,通化东宝,13.32,0.83,0.041,-0.010,3.64,-0.250,-0.116,-0.387,-0.267,1,1,2,4.79,1.90,2.89,28.42,27.22,1.21
688,600418,江淮汽车,13.48,0.75,0.041,0.119,4.89,-0.115,0.140,-0.813,-0.733,1,2,3,11.70,6.22,5.49,25.50,29.10,-3.61
689,300210,森远股份,15.72,0.45,0.041,-0.046,0.90,-0.300,-0.076,-0.025,0.071,1,2,5,1.83,2.94,-1.12,27.87,25.03,2.84
690,002590,万安科技,13.02,-0.69,0.041,-0.222,1.01,-0.037,0.001,-0.072,-0.957,2,4,6,0.02,0.00,0.02,11.82,9.00,2.82
691,600753,东方银星,14.91,-0.53,0.040,-0.055,0.30,-0.585,-0.964,-1.685,-1.593,1,2,4,16.54,17.55,-1.01,22.25,19.42,2.83
692,600503,华丽家族,5.73,4.37,0.040,0.451,4.69,-0.023,1.164,0.086,1.462,2,3,6,16.98,11.43,5.55,29.77,34.80,-5.03
693,300041,回天新材,19.17,2.51,0.040,0.066,2.58,0.168,0.780,-0.090,0.815,3,3,4,3.42,4.15,-0.73,27.83,25.60,2.24
694,000524,东方宾馆,9.63,0.10,0.040,0.041,5.47,0.558,0.226,0.110,-0.307,7,5,8,0.00,0.00,0.00,11.30,6.31,4.99
695,600611,大众交通,7.25,1.12,0.039,0.101,4.67,-0.304,-0.191,-0.463,-0.427,1,2,5,7.01,2.52,4.49,32.26,34.94,-2.67
696,600192,长城电工,11.07,1.00,0.039,0.111,4.43,0.305,0.598,0.220,0.446,2,3,5,3.06,2.62,0.45,29.65,28.09,1.56
697,000913,钱江摩托,6.99,1.30,0.039,0.002,2.25,-0.698,-1.116,0.800,-1.389,1,1,4,5.58,5.17,0.41,22.48,20.65,1.84
698,000899,赣能股份,5.26,0.38,0.039,0.086,4.96,0.158,0.210,-0.135,-0.530,1,4,4,2.63,1.60,1.02,25.48,23.78,1.70
699,600107,美尔雅,6.83,0.59,0.038,0.050,2.57,-0.483,-0.129,0.041,0.971,1,2,7,1.89,4.35,-2.45,30.78,26.62,4.16
700,002003,伟星股份,8.90,0.00,0.038,0.110,3.73,0.143,0.890,-0.118,0.199,2,3,4,4.71,0.00,4.71,14.30,16.71,-2.41
701,000657,中钨高新,14.82,1.30,0.038,0.150,5.55,-0.363,-0.298,-1.018,-1.542,1,3,4,5.12,1.61,3.52,34.71,36.62,-1.91
702,601169,北京银行,7.91,0.25,0.037,0.062,19.42,0.500,0.394,0.986,0.709,11,5,10,26.04,21.92,4.13,36.03,34.59,1.44
703,601168,西部矿业,6.35,1.44,0.036,0.023,2.79,-0.031,0.035,-0.598,-0.580,3,3,4,8.13,3.79,4.34,30.31,32.60,-2.29
704,601126,四方股份,16.40,1.42,0.036,0.112,6.31,0.034,0.208,-0.162,-0.222,1,3,4,1.08,1.39,-0.31,29.87,26.80,3.06
705,600864,哈投股份,8.81,0.23,0.036,-0.004,2.42,0.087,0.147,-0.384,-0.462,2,2,3,2.01,4.38,-2.38,20.58,15.72,4.87
706,600482,风帆股份,14.83,2.28,0.036,0.005,0.67,0.719,0.769,0.362,-0.183,1,3,5,8.99,4.59,4.40,24.60,28.17,-3.57
707,600230,沧州大化,10.72,0.19,0.036,-0.071,-0.57,-0.012,-0.032,-1.572,-1.874,2,4,4,5.27,4.04,1.23,33.94,32.55,1.39
708,000048,康达尔,10.45,-0.10,0.036,-0.127,0.75,-0.008,-0.214,-0.068,-0.434,1,3,5,0.00,0.00,0.00,23.03,16.43,6.60
709,601700,风范股份,15.01,0.20,0.035,0.080,2.45,0.217,0.750,-0.187,0.576,2,4,5,2.55,0.00,2.55,18.41,19.41,-1.00
710,600247,*ST成城,5.32,4.93,0.035,0.550,3.38,0.557,2.198,1.403,3.670,4,4,8,4.74,10.67,-5.93,31.88,25.62,6.26
711,002676,顺威股份,14.40,0.56,0.035,-0.054,0.96,-0.108,0.684,-0.229,-0.760,1,2,4,0.00,0.00,0.00,14.87,13.54,1.34
712,002444,巨星科技,11.31,1.25,0.035,-0.061,-0.50,0.789,0.451,0.625,0.213,5,5,6,11.69,6.19,5.50,29.88,32.81,-2.93
713,600836,界龙实业,10.59,1.24,0.034,0.105,2.83,-0.016,0.217,0.057,1.208,1,3,5,1.77,0.06,1.71,15.96,15.90,0.06
714,600663,陆家嘴,17.80,2.06,0.034,0.013,4.06,0.079,0.098,-0.163,-0.185,5,5,5,9.68,9.41,0.27,31.94,29.00,2.95
715,600337,美克家居,7.12,1.14,0.034,0.094,5.63,-0.084,0.109,-0.047,0.045,1,2,5,0.73,0.87,-0.15,26.94,23.92,3.02
716,000729,燕京啤酒,6.76,0.75,0.034,0.015,5.10,0.139,0.210,-0.229,-0.167,2,3,5,16.63,7.13,9.51,25.56,31.16,-5.60
717,000709,河北钢铁,2.17,1.88,0.034,-0.048,-0.41,-0.415,-0.347,-2.052,-2.113,1,1,2,18.46,12.43,6.02,24.48,28.79,-4.31
718,600688,上海石化,3.62,1.40,0.033,0.056,2.55,0.313,0.592,-0.192,0.141,1,3,5,11.33,12.23,-0.90,31.57,29.53,2.04
719,600103,青山纸业,2.86,0.70,0.033,0.106,3.57,-0.004,0.001,-0.061,0.404,1,3,4,4.72,0.06,4.66,13.09,15.59,-2.50
720,002283,天润曲轴,7.90,0.00,0.033,-0.176,-0.64,-0.302,-0.509,-0.785,-1.674,2,3,4,1.66,0.00,1.66,18.57,17.85,0.72
721,601918,国投新集,3.77,0.53,0.032,-0.056,0.33,-0.048,-0.026,-0.569,-0.467,1,3,6,7.73,5.82,1.91,26.06,25.54,0.53
722,600888,新疆众和,7.33,0.41,0.032,-0.023,0.35,0.923,0.999,1.192,1.543,1,3,6,15.80,10.72,5.08,32.34,36.38,-4.04
723,002267,陕天然气,10.58,0.47,0.032,0.046,9.97,0.205,0.179,0.195,0.155,4,4,7,9.47,7.63,1.84,35.37,32.43,2.94
724,002135,东南网架,4.51,0.00,0.032,-0.129,-0.65,-0.267,-0.230,-0.843,-1.908,2,3,3,0.46,3.57,-3.11,25.00,19.95,5.05
725,002087,新野纺织,4.39,2.81,0.032,0.269,3.64,0.253,0.643,0.306,0.196,1,3,5,2.13,0.00,2.13,17.79,18.66,-0.86
726,601588,北辰实业,2.77,0.00,0.031,0.017,8.98,0.051,0.107,-0.013,0.119,2,3,5,7.65,7.13,0.52,24.12,17.22,6.90
727,600259,广晟有色,45.86,1.12,0.031,0.028,2.12,-0.020,0.200,-0.772,-0.950,1,2,3,3.58,3.25,0.33,30.97,29.78,1.18
728,300233,金城医药,31.55,0.80,0.031,-0.034,3.11,0.367,0.549,0.218,0.123,2,4,6,0.00,0.00,0.00,20.06,15.92,4.13
729,002142,宁波银行,9.88,0.82,0.031,0.023,7.29,-0.008,0.131,-0.099,-0.168,1,2,3,13.72,10.24,3.48,26.33,24.86,1.47
730,000690,宝新能源,4.58,0.22,0.031,0.073,5.72,0.217,0.315,-0.010,-0.084,3,4,5,9.20,5.14,4.07,24.86,26.27,-1.41
731,600612,老凤祥,28.70,0.95,0.030,0.030,11.21,0.009,-0.033,0.004,-0.054,1,2,4,2.80,0.00,2.80,31.61,26.55,5.06
732,002504,东光微电,13.16,-0.15,0.030,-0.112,0.42,-0.294,-0.547,-1.864,-3.396,2,2,3,0.00,0.00,0.00,15.04,13.84,1.20
733,000932,华菱钢铁,2.25,0.90,0.030,-0.041,2.52,0.099,-0.101,-0.118,-0.450,4,4,5,13.92,5.65,8.27,18.18,20.30,-2.12
734,000848,承德露露,22.94,1.28,0.030,0.035,6.76,0.234,-0.028,0.279,0.295,4,4,5,17.85,4.74,13.11,29.55,39.21,-9.66
735,601998,中信银行,4.45,0.68,0.029,0.001,13.07,0.081,0.104,0.067,0.088,4,4,5,30.26,15.78,14.48,23.87,25.65,-1.79
736,600969,郴电国际,14.23,-0.42,0.029,-0.042,0.56,-2.111,-2.009,-2.487,-2.576,2,2,3,1.47,4.33,-2.86,30.83,26.28,4.55
737,600237,铜峰电子,6.95,1.16,0.029,0.181,3.40,-0.507,-0.300,-2.166,-2.381,1,2,3,18.76,11.31,7.45,20.86,27.57,-6.71
738,002201,九鼎新材,11.67,1.21,0.029,0.168,6.78,-0.183,0.666,-0.125,0.430,1,2,5,5.04,3.33,1.70,31.25,31.32,-0.07
739,601688,华泰证券,8.98,1.58,0.028,0.090,9.06,0.261,0.297,0.004,0.111,5,5,5,20.82,15.12,5.70,34.39,38.23,-3.83
740,601678,滨化股份,8.79,1.38,0.028,0.156,3.60,-0.377,0.016,-1.576,-1.176,1,2,2,2.45,3.09,-0.64,22.50,20.51,1.99
741,600527,江南高纤,5.15,0.00,0.028,-0.022,0.88,0.714,0.583,0.601,0.558,3,4,8,4.91,0.93,3.98,21.14,23.90,-2.76
742,600005,武钢股份,2.22,0.45,0.028,0.027,12.99,0.024,0.077,0.068,0.112,1,2,5,23.90,26.31,-2.41,38.71,31.10,7.61
743,002112,三变科技,9.58,0.95,0.028,-0.024,0.97,-0.444,-0.774,-0.312,-0.867,1,2,4,0.00,0.00,0.00,17.49,16.35,1.14
